date,Tmed,Tmin,Tmax,Osc.,Prec.,TH,PAcum,TS
2019-01-01,-0.07895833333333613,-0.660000000000025,0.07999999999998408,0.7400000000000091,0.2708333333333333,-0.21117339826500872,959.7333333333332,0.060000000000002274
2019-01-02,-7.434375,-11.100000000000023,-0.660000000000025,10.439999999999998,0.21724137931034482,-7.956134749915061,982.0291666666667,-6.509999999999991
2019-01-03,-12.719375,-14.20999999999998,-9.45999999999998,4.75,0.0,-13.374080587150791,997.9250000000001,-13.930000000000007
2019-01-04,-4.990416666666668,-9.139999999999986,-2.2799999999999727,6.860000000000014,0.15625,-5.261687099329228,983.4645833333334,-5.029999999999973
2019-01-05,-7.659583333333333,-8.649999999999977,-5.759999999999991,2.8899999999999864,0.0020833333333333333,-8.061017923158916,992.0437499999999,-8.620000000000005
2019-01-06,-3.899374999999998,-6.589999999999975,-0.9800000000000182,5.609999999999957,0.004166666666666667,-4.1480090396463885,992.8270833333332,-4.449999999999989
2019-01-07,-0.851249999999998,-2.069999999999993,0.35000000000002274,2.420000000000016,0.004166666666666667,-0.9919535285095143,985.3625000000001,0.20999999999997954
2019-01-08,-2.436666666666671,-3.490000000000009,-1.8500000000000227,1.6399999999999864,0.052083333333333336,-2.5899130522778884,976.2833333333333,-2.3799999999999955
2019-01-09,-5.131666666666664,-7.170000000000016,-3.6000000000000227,3.569999999999993,0.0,-5.413065849235621,984.2104166666667,-5.550000000000011
2019-01-10,-8.542916666666667,-10.160000000000025,-3.0500000000000114,7.110000000000014,0.004166666666666667,-8.979265979084744,988.0270833333334,-9.560000000000002
2019-01-11,-0.9360416666666668,-2.6999999999999886,0.12999999999999545,2.829999999999984,0.0375,-1.2658354812250214,964.3104166666667,-1.089999999999975
2019-01-12,-4.101458333333334,-7.550000000000011,-0.8100000000000023,6.740000000000009,0.0,-4.876759955805128,964.8625000000001,-3.670000000000016
2019-01-13,-7.097708333333334,-8.889999999999986,-3.4499999999999886,5.439999999999998,0.02916666666666667,-7.476477793122388,957.2354166666668,-7.939999999999998
2019-01-14,-4.795624999999995,-6.720000000000027,-3.3600000000000136,3.3600000000000136,0.08125,-5.181888843895968,948.3645833333334,-3.519999999999982
2019-01-15,-7.733541666666663,-8.449999999999989,-6.180000000000007,2.269999999999982,0.006250000000000001,-8.191041335356562,958.9854166666668,-7.4599999999999795
2019-01-16,-8.077916666666669,-11.189999999999998,-5.670000000000016,5.519999999999982,0.0,-8.547354086012747,966.4979166666667,-6.990000000000009
