TIMESTAMP_START,TIMESTAMP_END,FC,FC_SSITC_TEST,TA,RH,VPD,USTAR,MO_LENGTH,WS,WS_MAX,WD,V_SIGMA,SW_IN,FC_0,FC_1,FC_2
2020-10-02 21:30:00,2020-10-02 22:00:00,0.772224,0.0,292.512,44.7361,1238.05,0.221653,23.8206,3.20392,6.03683,114.461,0.48455754,0.0,0.772224,0.772224,0.772224
2020-10-02 22:00:00,2020-10-02 22:30:00,0.79385,0.0,292.87,42.0301,1327.9,0.261873,36.9083,3.56713,6.16616,110.563,0.60680807,0.0,0.79385,0.79385,0.79385
2020-10-02 22:30:00,2020-10-02 23:00:00,0.555433,0.0,292.113,43.4262,1236.32,0.16955,12.5276,2.63527,4.82068,117.943,0.37596542,0.0,0.555433,0.555433,0.555433
2020-10-02 23:00:00,2020-10-02 23:30:00,0.503105,0.0,292.101,43.3084,1237.95,0.24981,34.29,3.38259,6.77409,119.668,0.4634296,0.0,0.503105,0.503105,0.503105
2020-10-02 23:30:00,2020-10-03 00:00:00,0.53382,0.0,291.339,45.3082,1138.68,0.159025,12.6313,2.51628,4.33665,101.826,0.38894087,0.0,0.53382,0.53382,0.53382
2020-10-03 00:00:00,2020-10-03 00:30:00,0.600595,0.0,291.638,45.2807,1160.79,0.26042,36.5264,3.65735,6.71409,115.291,0.49179164,0.0,0.600595,0.600595,0.600595
2020-10-03 00:30:00,2020-10-03 01:00:00,0.468125,0.0,291.148,46.9988,1090.3,0.176862,15.4964,2.4064,5.32261,100.84,0.42767978,0.0,0.468125,0.468125,0.468125
2020-10-03 01:00:00,2020-10-03 01:30:00,0.320082,0.0,291.034,47.5745,1070.72,0.0780597,3.17198,1.32575,2.66324,89.4358,0.28925076,0.0,0.320082,0.320082,0.320082
2020-10-03 01:30:00,2020-10-03 02:00:00,-0.100787,2.0,290.702,49.0451,1019.15,0.0798061,8.40875,1.27237,2.39146,16.6053,0.5080679,0.0,-9999.0,-9999.0,-0.100787
2020-10-03 02:00:00,2020-10-03 02:30:00,0.538007,0.0,290.565,50.0307,990.839,0.104613,5.50077,1.84512,3.15408,75.0464,0.7701032,0.0,0.538007,0.538007,0.538007
2020-10-03 02:30:00,2020-10-03 03:00:00,0.495353,0.0,291.033,49.9402,1022.32,0.199214,20.824,2.75863,6.69123,112.232,0.4807286,0.0,0.495353,0.495353,0.495353
2020-10-03 03:00:00,2020-10-03 03:30:00,0.101743,1.0,290.82,51.0744,985.833,0.185968,22.0223,2.82679,5.46421,106.311,0.5829897,0.0,-9999.0,0.101743,0.101743
2020-10-03 03:30:00,2020-10-03 04:00:00,0.437209,0.0,290.338,52.2388,933.55,0.129261,9.42809,1.90179,3.71615,90.2336,0.40738556,0.0,0.437209,0.437209,0.437209
2020-10-03 04:00:00,2020-10-03 04:30:00,-0.415452,2.0,289.653,54.0785,859.405,0.0939989,-97.0604,0.637621,2.62401,15.45,0.9690237,0.0,-9999.0,-9999.0,-0.415452
2020-10-03 04:30:00,2020-10-03 05:00:00,0.0609068,1.0,289.909,53.5991,882.6,0.127391,25.3086,0.532548,1.923,20.5143,0.9436705,0.0,-9999.0,0.0609068,0.0609068
2020-10-03 05:00:00,2020-10-03 05:30:00,0.0216008,1.0,288.931,55.7076,791.615,0.111482,-17.3497,0.84514,4.20791,8.1928,0.4658798,0.0,-9999.0,0.0216008,0.0216008
2020-10-03 05:30:00,2020-10-03 06:00:00,0.572456,1.0,289.505,55.1217,831.984,0.0678144,7.00826,1.26397,2.31529,74.0537,0.45673952,0.0,-9999.0,0.572456,0.572456
2020-10-03 06:00:00,2020-10-03 06:30:00,0.773348,0.0,289.056,56.7022,779.999,0.0494501,1.96137,1.31545,3.0391,92.8072,0.25826925,205.64,0.773348,0.773348,0.773348
2020-10-03 06:30:00,2020-10-03 07:00:00,0.273477,1.0,288.239,59.1582,698.22,0.088557,5.52913,0.409207,1.28732,94.4008,0.33130652,411.28,-9999.0,0.273477,0.273477
